race_date,race_month,race_quarter,race_year,raceTime,circ_name,location,country,driverRef,driver_age,driver_nation,Avg_lap_time,AvgPitDurationMS,positionOrder,tot_laps,cons_name,cons_nation,Avg_stop,Accident
2020-07-12,7,3,2020,13:10:00,Red Bull Ring,Spielberg,Austria,sainz,25,Spanish,71281.8,23928,9,70,McLaren,British,1.5,0
2017-10-29,10,4,2017,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,hamilton,32,British,83363.95,26299,9,70,Mercedes,German,1.5,0
2014-05-25,5,2,2014,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,grosjean,28,French,85799.92,25670.5,8,77,Lotus F1,British,1.5,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,kevin_magnussen,23,Danish,91051.7,24131,17,52,Renault,French,1.5,0
2019-11-03,11,4,2019,19:10:00,Circuit of the Americas,Austin,USA,perez,29,Mexican,102806.5,24207,10,55,Racing Point,British,1,0
2023-07-02,7,3,2023,13:00:00,Red Bull Ring,Spielberg,Austria,bottas,33,Finnish,73948.34,23630,15,70,Alfa Romeo,Swiss,2,0
2016-07-24,7,3,2016,12:00:00,Hungaroring,Budapest,Hungary,bottas,26,Finnish,87632.17,21554.5,9,69,Williams,British,1.5,0
2015-09-06,9,3,2015,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,ricciardo,26,Australian,90077.08,24259,8,52,Red Bull,Austrian,1,0
2022-10-30,10,4,2022,20:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,vettel,35,German,85374.67,22534,14,70,Aston Martin,British,1,0
2021-03-28,3,1,2021,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,ocon,24,French,100727.2,24848.5,13,55,Alpine F1 Team,French,1.5,0
2014-10-05,10,4,2014,06:00:00,Suzuka Circuit,Suzuka,Japan,gutierrez,23,Mexican,156620.4,395456.3,13,43,Sauber,Swiss,2,0
2016-09-18,9,3,2016,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,jolyon_palmer,25,British,116892.1,27620.67,15,60,Renault,French,2,0
2022-10-30,10,4,2022,20:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,ocon,26,French,85020.83,22343,8,70,Alpine F1 Team,French,1,0
2015-06-07,6,2,2015,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,ericsson,24,Swedish,80652.25,24149,14,69,Sauber,Swiss,1,0
2024-05-19,5,2,2024,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,tsunoda,24,Japanese,82953.35,29628,10,62,RB F1 Team,Italian,1,0
2023-09-24,9,3,2023,05:00:00,Suzuka Circuit,Suzuka,Japan,hulkenberg,36,German,105154.2,23506,14,52,Haas F1 Team,American,2,0
2019-10-13,10,4,2019,05:10:00,Suzuka Circuit,Suzuka,Japan,stroll,20,Canadian,96733.34,23292,9,51,Racing Point,British,1,0
2016-10-30,10,4,2016,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,grosjean,30,French,87299.1,23317.5,20,70,Haas F1 Team,American,1.5,0
2021-07-04,7,3,2021,13:00:00,Red Bull Ring,Spielberg,Austria,russell,23,British,72160.27,21606,11,70,Williams,British,1,0
2017-04-09,4,2,2017,06:00:00,Shanghai International Circuit,Shanghai,China,massa,35,Brazilian,107716.1,20185.5,14,55,Williams,British,3.5,0
2015-09-06,9,3,2015,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,hulkenberg,28,German,90067.41,24286,7,52,Force India,Indian,1,0
2018-11-11,11,4,2018,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,perez,28,Mexican,74826.95,23505,10,70,Force India,Indian,1,0
2020-11-15,11,4,2020,10:10:00,Istanbul Park,Istanbul,Turkey,gasly,24,French,107958.1,23478.5,13,57,AlphaTauri,Italian,1.5,0
2015-07-05,7,3,2015,12:00:00,Silverstone Circuit,Silverstone,UK,perez,25,Mexican,107955.5,30429,9,51,Force India,Indian,1.5,0
2014-10-05,10,4,2014,06:00:00,Suzuka Circuit,Suzuka,Japan,maldonado,29,Venezuelan,156811.6,300692.5,16,43,Lotus F1,British,2.5,0
2017-04-30,4,2,2017,12:00:00,Sochi Autodrom,Sochi,Russia,sainz,22,Spanish,104007.1,29973,10,51,Toro Rosso,Italian,1,0
2023-05-28,5,2,2023,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,albon,27,Thai,85859.61,25640,14,77,Williams,British,1.5,0
2021-10-10,10,4,2021,12:00:00,Istanbul Park,Istanbul,Turkey,vettel,34,German,96841.86,23507,18,57,Aston Martin,British,1.5,0
2015-07-05,7,3,2015,12:00:00,Silverstone Circuit,Silverstone,UK,ericsson,24,Swedish,109282.8,30122.5,11,51,Sauber,Swiss,2.5,0
2021-05-02,5,2,2021,14:00:00,Autódromo Internacional do Algarve,Portimão,Portugal,stroll,22,Canadian,87389.77,23489,14,65,Aston Martin,British,2,0
2017-07-30,7,3,2017,12:00:00,Hungaroring,Budapest,Hungary,stroll,18,Canadian,87517.52,21804,14,69,Williams,British,1,0
2020-11-29,11,4,2020,14:10:00,Bahrain International Circuit,Sakhir,Bahrain,russell,22,British,128391.5,404824,12,56,Williams,British,2,0
2019-11-03,11,4,2019,19:10:00,Circuit of the Americas,Austin,USA,raikkonen,40,Finnish,102823.3,24615,11,55,Alfa Romeo,Swiss,1.5,0
2021-10-24,10,4,2021,19:00:00,Circuit of the Americas,Austin,USA,tsunoda,21,Japanese,103819.7,23665.5,9,55,AlphaTauri,Italian,1.5,0
2018-06-10,6,2,2018,18:10:00,Circuit Gilles Villeneuve,Montreal,Canada,ocon,21,French,79715.08,25353,9,67,Force India,Indian,1,0
2019-05-26,5,2,2019,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,stroll,20,Canadian,81060.98,24591,16,77,Racing Point,British,1,0
2021-05-23,5,2,2021,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,tsunoda,21,Japanese,78057.98,24430,16,77,AlphaTauri,Italian,1,0
2018-06-10,6,2,2018,18:10:00,Circuit Gilles Villeneuve,Montreal,Canada,perez,28,Mexican,79981.7,23902,14,67,Force India,Indian,1.5,0
2021-06-20,6,2,2021,13:00:00,Circuit Paul Ricard,Le Castellet,France,mick_schumacher,22,German,101921.3,31457,19,52,Haas F1 Team,American,1,0
2021-10-24,10,4,2021,19:00:00,Circuit of the Americas,Austin,USA,latifi,26,Canadian,104972.9,28131.5,15,55,Williams,British,1.5,0
2016-10-09,10,4,2016,05:00:00,Suzuka Circuit,Suzuka,Japan,jolyon_palmer,25,British,100381,23452,12,52,Renault,French,1,0
2020-12-13,12,4,2020,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,giovinazzi,26,Italian,107821.9,21480,16,54,Alfa Romeo,Swiss,1,0
2019-04-28,4,2,2019,12:10:00,Baku City Circuit,Baku,Azerbaijan,kevin_magnussen,26,Danish,111223.2,20488.5,13,50,Haas F1 Team,American,1.5,0
2015-09-06,9,3,2015,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,nasr,23,Brazilian,91011.59,25521.5,13,52,Sauber,Swiss,1.5,0
2019-05-26,5,2,2019,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,perez,29,Mexican,80738.9,28463,12,77,Racing Point,British,1,0
2016-10-23,10,4,2016,19:00:00,Circuit of the Americas,Austin,USA,grosjean,30,French,107700.3,25289.5,10,55,Haas F1 Team,American,1.5,0
2020-12-13,12,4,2020,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,leclerc,23,Monegasque,107457.8,22178,13,54,Ferrari,Italian,1,0
2023-06-04,6,2,2023,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,albon,27,Thai,81625.35,23384,16,65,Williams,British,1.5,0
2017-10-29,10,4,2017,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,vandoorne,25,Belgian,83477.57,28044,12,70,McLaren,British,1,0
2022-05-22,5,2,2022,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,alonso,40,Spanish,89958.8,23232,9,65,Alpine F1 Team,French,2,0
2016-10-23,10,4,2016,19:00:00,Circuit of the Americas,Austin,USA,wehrlein,22,German,108851.3,25620.5,17,55,Manor Marussia,British,1.5,0
2017-10-22,10,4,2017,19:00:00,Circuit of the Americas,Austin,USA,ericsson,27,Swedish,103196.4,25841,15,55,Sauber,Swiss,1,0
2021-06-20,6,2,2021,13:00:00,Circuit Paul Ricard,Le Castellet,France,ocon,24,French,101132.4,30207,14,52,Alpine F1 Team,French,1,0
2013-11-24,11,4,2013,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,maldonado,28,Venezuelan,80039.19,25167,16,70,Williams,British,1.5,0
2021-05-09,5,2,2021,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,latifi,25,Canadian,87044.19,23500.33,16,65,Williams,British,2,0
2015-09-27,9,3,2015,05:00:00,Suzuka Circuit,Suzuka,Japan,ericsson,25,Swedish,102529.3,23429.5,14,52,Sauber,Swiss,1.5,0
2021-12-05,12,4,2021,17:30:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,raikkonen,42,Finnish,155377.1,714113.3,15,49,Alfa Romeo,Swiss,2,0
2019-07-14,7,3,2019,13:10:00,Silverstone Circuit,Silverstone,UK,russell,21,British,95761.92,30245,14,51,Williams,British,1,0
2021-05-02,5,2,2021,14:00:00,Autódromo Internacional do Algarve,Portimão,Portugal,giovinazzi,27,Italian,87297.89,23961,12,65,Alfa Romeo,Swiss,2,0
2021-09-05,9,3,2021,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,leclerc,23,Monegasque,76368.66,19490,5,71,Ferrari,Italian,1,0
2016-10-23,10,4,2016,19:00:00,Circuit of the Americas,Austin,USA,button,36,British,107556.7,24624,9,55,McLaren,British,1.5,0
2021-10-10,10,4,2021,12:00:00,Istanbul Park,Istanbul,Turkey,raikkonen,41,Finnish,96151.31,23164,12,57,Alfa Romeo,Swiss,1,0
2023-09-24,9,3,2023,05:00:00,Suzuka Circuit,Suzuka,Japan,kevin_magnussen,30,Danish,105538.3,23837,15,52,Haas F1 Team,American,1.5,0
2020-09-27,9,3,2020,11:10:00,Sochi Autodrom,Sochi,Russia,kevin_magnussen,27,Danish,108738.8,30188,12,52,Haas F1 Team,American,1,0
2020-08-16,8,3,2020,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,kevin_magnussen,27,Danish,85759.54,24148,15,65,Haas F1 Team,American,1,0
2019-10-27,10,4,2019,19:10:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,sainz,25,Spanish,83489.02,22210,13,70,McLaren,British,1.5,0
2019-12-01,12,4,2019,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,raikkonen,40,Finnish,105305.5,22410,13,54,Alfa Romeo,Swiss,1,0
2020-08-09,8,3,2020,13:10:00,Silverstone Circuit,Silverstone,UK,grosjean,34,French,94258.96,29590,16,51,Haas F1 Team,American,1.5,0
2023-11-05,11,4,2023,17:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,sargeant,22,American,100501.5,374295.8,11,70,Williams,British,2.5,0
2019-12-01,12,4,2019,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,ricciardo,30,Australian,105143.3,21764,11,54,Renault,French,1.5,0
2021-06-20,6,2,2021,13:00:00,Circuit Paul Ricard,Le Castellet,France,raikkonen,41,Finnish,101316.4,31327,17,52,Alfa Romeo,Swiss,1,0
2019-06-23,6,2,2019,13:10:00,Circuit Paul Ricard,Le Castellet,France,kevin_magnussen,26,Danish,98688.3,30832,17,52,Haas F1 Team,American,1,0
2014-11-09,11,4,2014,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,perez,24,Mexican,77561.66,25510.33,15,70,Force India,Indian,2,0
2016-05-15,5,2,2016,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,haryanto,23,Indonesian,95225.77,27469.5,17,65,Manor Marussia,British,1.5,0
2017-04-16,4,2,2017,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,jolyon_palmer,26,British,100939.9,26943,13,56,Renault,French,1.5,0
2016-09-18,9,3,2016,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,sainz,22,Spanish,116542.6,28629,14,60,Toro Rosso,Italian,2.5,0
2013-09-08,9,3,2013,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,chilton,22,British,92163.98,26146,20,52,Marussia,Russian,1,0
2013-08-25,8,3,2013,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,jules_bianchi,24,French,118917.5,24022,18,43,Marussia,Russian,1.5,0
2022-07-31,7,3,2022,13:00:00,Hungaroring,Budapest,Hungary,latifi,27,Canadian,87752.3,24364.67,18,69,Williams,British,2,0
2021-07-18,7,3,2021,14:00:00,Silverstone Circuit,Silverstone,UK,latifi,26,Canadian,139404.3,1052354,14,51,Williams,British,1.5,0
2024-06-23,6,2,2024,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,bottas,34,Finnish,82362.16,22853.5,16,65,Sauber,Swiss,1.5,0
2014-04-20,4,2,2014,07:00:00,Shanghai International Circuit,Shanghai,China,vergne,23,French,106101.7,24268,12,53,Toro Rosso,Italian,1.5,0
2016-06-12,6,2,2016,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,ericsson,25,Swedish,80505.09,23128,15,68,Sauber,Swiss,1.5,0
2021-10-24,10,4,2021,19:00:00,Circuit of the Americas,Austin,USA,mazepin,22,Russian,106845.6,26484.33,17,54,Haas F1 Team,American,2,0
2018-05-13,5,2,2018,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,perez,28,Mexican,89540.64,22340,9,64,Force India,Indian,1.5,0
2016-10-23,10,4,2016,19:00:00,Circuit of the Americas,Austin,USA,ocon,20,French,109564.7,25804.33,18,54,Manor Marussia,British,2,0
2022-05-22,5,2,2022,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,albon,26,Thai,92043.8,23202,18,64,Williams,British,2.5,0
2014-04-20,4,2,2014,07:00:00,Shanghai International Circuit,Shanghai,China,chilton,22,British,107969.9,23848.33,19,52,Marussia,Russian,2,0
2015-09-06,9,3,2015,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,stevens,24,British,93013.39,29382,15,51,Manor Marussia,British,1,0
2021-11-07,11,4,2021,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,stroll,23,Canadian,85899.09,24821,14,69,Aston Martin,British,1.5,0
2018-07-29,7,3,2018,13:10:00,Hungaroring,Budapest,Hungary,sirotkin,22,Russian,86578.13,21509,16,68,Williams,British,1,0
2024-06-30,6,2,2024,13:00:00,Red Bull Ring,Spielberg,Austria,sargeant,23,American,73465.32,25439,19,69,Williams,British,2,0
2013-11-03,11,4,2013,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,jules_bianchi,24,French,111497.3,23820,20,53,Marussia,Russian,1.5,0
2013-03-17,3,1,2013,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,pic,23,French,96765.96,23451.5,16,56,Caterham,Malaysian,1.5,0
2016-06-12,6,2,2016,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,gutierrez,24,Mexican,80379.18,23670,13,68,Haas F1 Team,American,1.5,0
2021-11-14,11,4,2021,17:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,mick_schumacher,22,German,81382.97,25569.2,18,69,Haas F1 Team,American,3,0
2018-10-28,10,4,2018,19:10:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,vandoorne,26,Belgian,86393.7,22174,8,69,McLaren,British,1,0
2013-11-03,11,4,2013,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,chilton,22,British,111589.5,23146,21,53,Marussia,Russian,1.5,0
2021-09-26,9,3,2021,12:00:00,Sochi Autodrom,Sochi,Russia,mazepin,22,Russian,107000.5,32029,18,51,Haas F1 Team,American,1.5,0
2019-04-28,4,2,2019,12:10:00,Baku City Circuit,Baku,Azerbaijan,russell,21,British,112777.1,20613,15,49,Williams,British,1.5,0
2017-07-30,7,3,2017,12:00:00,Hungaroring,Budapest,Hungary,ericsson,26,Swedish,88666.81,24638,16,68,Sauber,Swiss,1.5,0
2023-05-28,5,2,2023,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,hulkenberg,35,German,86585.34,30963.67,17,76,Haas F1 Team,American,2,0
2018-06-10,6,2,2018,18:10:00,Circuit Gilles Villeneuve,Montreal,Canada,vandoorne,26,Belgian,80655.18,32272.5,16,66,McLaren,British,1.5,0
2021-07-04,7,3,2021,13:00:00,Red Bull Ring,Spielberg,Austria,mazepin,22,Russian,73790.97,22591,19,69,Haas F1 Team,American,1.5,0
2017-05-14,5,2,2017,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,jolyon_palmer,26,British,90457.05,23557,15,64,Renault,French,2,0
2017-05-14,5,2,2017,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,ericsson,26,Swedish,90084.39,22885,11,64,Sauber,Swiss,1.5,0
2013-10-27,10,4,2013,09:30:00,Buddh International Circuit,Uttar Pradesh,India,jules_bianchi,24,French,94567.57,29660,18,58,Marussia,Russian,1.5,0
2017-03-26,3,1,2017,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,vandoorne,25,Belgian,92705.58,39562,13,55,McLaren,British,1,0
2023-11-05,11,4,2023,17:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,piastri,22,Australian,101630.9,417342.5,14,69,McLaren,British,2.5,0
2013-10-27,10,4,2013,09:30:00,Buddh International Circuit,Uttar Pradesh,India,chilton,22,British,94555.12,24601,17,58,Marussia,Russian,1.5,0
2018-07-29,7,3,2018,13:10:00,Hungaroring,Budapest,Hungary,ericsson,27,Swedish,86437.13,22640,15,68,Sauber,Swiss,1,0
2019-06-30,6,2,2019,13:10:00,Red Bull Ring,Spielberg,Austria,kevin_magnussen,26,Danish,71879.61,20592,19,69,Haas F1 Team,American,2,0
2013-03-24,3,1,2013,08:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,chilton,21,British,110268.3,24354.75,16,54,Marussia,Russian,2.5,0
2020-12-13,12,4,2020,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,pietro_fittipaldi,24,Brazilian,109414.9,26015.67,19,53,Haas F1 Team,American,2,0
2022-10-02,10,4,2022,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,russell,24,British,128714.4,30798.75,14,57,Mercedes,German,2.5,0
2016-07-31,7,3,2016,12:00:00,Hockenheimring,Hockenheim,Germany,jolyon_palmer,25,British,84155.95,21903.67,19,65,Renault,French,2,0
2016-10-30,10,4,2016,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,ocon,20,French,87842.36,23866,21,69,Manor Marussia,British,1,0
2018-07-29,7,3,2018,13:10:00,Hungaroring,Budapest,Hungary,stroll,19,Canadian,86588.56,21291,17,68,Williams,British,1,0
2015-04-19,4,2,2015,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,stevens,23,British,105270.9,26291,16,55,Manor Marussia,British,1.5,0
2018-06-10,6,2,2018,18:10:00,Circuit Gilles Villeneuve,Montreal,Canada,ericsson,27,Swedish,80622.8,23529,15,66,Sauber,Swiss,1,0
2016-05-29,5,2,2016,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,grosjean,30,French,95356.23,29300.5,13,76,Haas F1 Team,American,1.5,0
2014-09-07,9,3,2014,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,ericsson,24,Swedish,93444.22,28685,20,51,Caterham,Malaysian,1,0
2023-03-05,3,1,2023,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,norris,23,British,102606.8,32555.67,17,55,McLaren,British,3.5,0
2013-06-09,6,2,2013,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,maldonado,28,Venezuelan,81927.02,20213.33,16,68,Williams,British,2,0
2019-06-23,6,2,2019,13:10:00,Circuit Paul Ricard,Le Castellet,France,kubica,34,Polish,100090.4,29792,18,51,Williams,British,1,0
2016-07-24,7,3,2016,12:00:00,Hungaroring,Budapest,Hungary,ericsson,25,Swedish,89361.05,23459.67,20,68,Sauber,Swiss,2,0
2015-11-01,11,4,2015,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,stevens,24,British,89511.12,24655.5,16,69,Manor Marussia,British,1.5,0
2014-05-11,5,2,2014,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,chilton,23,British,95781.06,23718.33,19,64,Marussia,Russian,2,0
2016-07-24,7,3,2016,12:00:00,Hungaroring,Budapest,Hungary,wehrlein,21,German,89304.55,23125.5,19,68,Manor Marussia,British,1.5,0
2019-06-30,6,2,2019,13:10:00,Red Bull Ring,Spielberg,Austria,russell,21,British,71562.78,22772,18,69,Williams,British,1,0
2017-07-30,7,3,2017,12:00:00,Hungaroring,Budapest,Hungary,wehrlein,22,German,88409.93,23605.5,15,68,Sauber,Swiss,1.5,0
2014-07-20,7,3,2014,12:00:00,Hockenheimring,Hockenheim,Germany,chilton,23,British,87099.54,21811.67,17,65,Marussia,Russian,2,0
2013-11-24,11,4,2013,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,garde,28,Dutch,80957.03,22726,18,69,Caterham,Malaysian,2,0
2020-10-25,10,4,2020,12:10:00,Autódromo Internacional do Algarve,Portimão,Portugal,latifi,25,Canadian,84391.84,26739,18,64,Williams,British,1,0
2019-03-17,3,1,2019,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,russell,21,British,92446.52,21616,16,56,Williams,British,1.5,0
2017-10-29,10,4,2017,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,grosjean,31,French,84261.85,25898,15,69,Haas F1 Team,American,1.5,0
2018-10-28,10,4,2018,19:10:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,sirotkin,23,Russian,86690.46,22732,13,69,Williams,British,1,0
2024-05-26,5,2,2024,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,stroll,25,Canadian,113177.9,811977,14,76,Aston Martin,British,30.3333333333333,0
2019-08-04,8,3,2019,13:10:00,Hungaroring,Budapest,Hungary,giovinazzi,25,Italian,84950.88,23218,18,68,Alfa Romeo,Swiss,1,0
2015-10-11,10,4,2015,11:00:00,Sochi Autodrom,Sochi,Russia,stevens,24,British,114484.4,31410.5,14,51,Manor Marussia,British,1.5,0
2019-05-26,5,2,2019,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,giovinazzi,25,Italian,81768.38,35651,19,76,Alfa Romeo,Swiss,1,0
2017-05-14,5,2,2017,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,kevin_magnussen,24,Danish,90437.42,23856.33,14,64,Haas F1 Team,American,2,0
2017-11-12,11,4,2017,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,stroll,19,Canadian,80178.68,20916.6,16,69,Williams,British,3,0
2021-11-07,11,4,2021,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,russell,23,British,86346.2,21984,16,69,Williams,British,1,0
2021-04-18,4,2,2021,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,mazepin,22,Russian,121719.1,399637.8,17,61,Haas F1 Team,American,2.5,0
2021-09-05,9,3,2021,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,kubica,36,Polish,78083.62,19708,15,70,Alfa Romeo,Swiss,1,0
2017-10-08,10,4,2017,05:00:00,Suzuka Circuit,Suzuka,Japan,wehrlein,22,German,103479,24764.67,15,51,Sauber,Swiss,2,0
2013-08-25,8,3,2013,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,chilton,22,British,119762.8,21785.33,19,42,Marussia,Russian,2,0
2023-05-28,5,2,2023,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,sargeant,22,American,86907.41,26032,18,76,Williams,British,2,0
2015-09-27,9,3,2015,05:00:00,Suzuka Circuit,Suzuka,Japan,rossi,24,American,105140.5,25117,18,51,Manor Marussia,British,1.5,0
2017-04-30,4,2,2017,12:00:00,Sochi Autodrom,Sochi,Russia,wehrlein,22,German,105875.1,31032.5,16,50,Sauber,Swiss,1.5,0
2017-11-12,11,4,2017,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,grosjean,31,French,79812.29,24399.75,15,69,Haas F1 Team,American,2.5,0
2018-11-11,11,4,2018,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,alonso,37,Spanish,75977.7,28399.5,17,69,McLaren,British,1.5,0
2014-04-20,4,2,2014,07:00:00,Shanghai International Circuit,Shanghai,China,ericsson,23,Swedish,108325,23792,20,52,Caterham,Malaysian,2,0
2018-10-21,10,4,2018,18:10:00,Circuit of the Americas,Austin,USA,stroll,19,Canadian,105194.3,27984.67,14,54,Williams,British,2,0
2014-06-22,6,2,2014,12:00:00,Red Bull Ring,Spielberg,Austria,chilton,23,British,77010.95,22977,17,69,Marussia,Russian,1,0
2023-05-28,5,2,2023,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,tsunoda,23,Japanese,86046.38,33706,15,76,AlphaTauri,Italian,1,0
2016-07-24,7,3,2016,12:00:00,Hungaroring,Budapest,Hungary,massa,35,Brazilian,89035.91,22079.5,18,68,Williams,British,1.5,0
2019-11-03,11,4,2019,19:10:00,Circuit of the Americas,Austin,USA,russell,21,British,104780.3,26225,17,54,Williams,British,1.5,0
2016-06-12,6,2,2016,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,kevin_magnussen,23,Danish,80705.91,23162,16,68,Renault,French,1,0
2018-10-28,10,4,2018,19:10:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,gasly,22,French,86566.41,22812.5,10,69,Toro Rosso,Italian,1.5,0
2015-09-20,9,3,2015,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,rossi,23,American,123744.3,31608,14,59,Manor Marussia,British,1.5,0
2021-05-09,5,2,2021,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,mazepin,22,Russian,88144.59,22800,19,64,Haas F1 Team,American,1.5,0
2018-09-30,9,3,2018,11:10:00,Sochi Autodrom,Sochi,Russia,vandoorne,26,Belgian,102963.7,29636,16,51,McLaren,British,1,0
2013-03-17,3,1,2013,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,garde,27,Dutch,97854.98,23951.67,18,56,Caterham,Malaysian,2,0
